timestamp,date,source_code,dataset,series_code,series,demand_mw
2026-06-06 00:00:00,2026-06-06,1,demand,POTOSI,potosi,141.38
2026-06-06 00:15:00,2026-06-06,1,demand,POTOSI,potosi,146.21
2026-06-06 00:30:00,2026-06-06,1,demand,POTOSI,potosi,143.63
2026-06-06 00:45:00,2026-06-06,1,demand,POTOSI,potosi,151.45
2026-06-06 01:00:00,2026-06-06,1,demand,POTOSI,potosi,161.07
2026-06-06 01:15:00,2026-06-06,1,demand,POTOSI,potosi,159.51
2026-06-06 01:30:00,2026-06-06,1,demand,POTOSI,potosi,155.98
2026-06-06 01:45:00,2026-06-06,1,demand,POTOSI,potosi,154.96
2026-06-06 02:00:00,2026-06-06,1,demand,POTOSI,potosi,153.43
2026-06-06 02:15:00,2026-06-06,1,demand,POTOSI,potosi,141.57
2026-06-06 02:30:00,2026-06-06,1,demand,POTOSI,potosi,134.69
2026-06-06 02:45:00,2026-06-06,1,demand,POTOSI,potosi,135.83
2026-06-06 03:00:00,2026-06-06,1,demand,POTOSI,potosi,136.68
2026-06-06 03:15:00,2026-06-06,1,demand,POTOSI,potosi,142.32
2026-06-06 03:30:00,2026-06-06,1,demand,POTOSI,potosi,138.7
2026-06-06 03:45:00,2026-06-06,1,demand,POTOSI,potosi,127.93
2026-06-06 04:00:00,2026-06-06,1,demand,POTOSI,potosi,123.37
2026-06-06 04:15:00,2026-06-06,1,demand,POTOSI,potosi,130.87
2026-06-06 04:30:00,2026-06-06,1,demand,POTOSI,potosi,125.36
2026-06-06 04:45:00,2026-06-06,1,demand,POTOSI,potosi,127.6
2026-06-06 05:00:00,2026-06-06,1,demand,POTOSI,potosi,124.98
2026-06-06 05:15:00,2026-06-06,1,demand,POTOSI,potosi,117.41
2026-06-06 05:30:00,2026-06-06,1,demand,POTOSI,potosi,117.58
2026-06-06 05:45:00,2026-06-06,1,demand,POTOSI,potosi,131.14
2026-06-06 06:00:00,2026-06-06,1,demand,POTOSI,potosi,132.22
2026-06-06 06:15:00,2026-06-06,1,demand,POTOSI,potosi,135.72
2026-06-06 06:30:00,2026-06-06,1,demand,POTOSI,potosi,130.05
2026-06-06 06:45:00,2026-06-06,1,demand,POTOSI,potosi,131.33
2026-06-06 07:00:00,2026-06-06,1,demand,POTOSI,potosi,135.75
2026-06-06 07:15:00,2026-06-06,1,demand,POTOSI,potosi,141.6
2026-06-06 07:30:00,2026-06-06,1,demand,POTOSI,potosi,148.11
2026-06-06 07:45:00,2026-06-06,1,demand,POTOSI,potosi,165.81
2026-06-06 08:00:00,2026-06-06,1,demand,POTOSI,potosi,130.33
